,ku
0,あきのみつ	まくらゆふのの	いくたかは
9124,ぬししらぬ	くにをたのみの	まつりこと
9125,ねのひせし	やととひよるや	とほつくに
9126,のひのまは	あたりもしらぬ	しはのいほ
9127,はなちらす	あをはをあをむ	かせもなし
9128,ひともこす	われもうらむる	ひころこめ
9129,ふみわけて	うらみやすらむ	ほとときす
9130,めてたきを	わかみのとかに	おしふけて
9131,ほとときす	ほのかたらひし	やまにねて
9132,まつたてる	のきのたかねや	くれぬらむ
9133,みにしめて	きみまちつけし	ねやのうち
9134,むかしより	なさはなかきよ	つきもうし
9135,めつらしき	ひとにけふとけ	はなのひも
9136,もりすてて	ひとけまれなる	をたのはら
9137,らうかはし	さとはあれしの	うらちにて
9138,りゑよみて	うめのさへこそ	たまかつら
9139,るりいろに	をささはあめの	なれやせむ
9140,れいならて	ねならむよこそ	かなしけれ
9141,ろほりは	ふねすさましき	みつにして
9142,わけつくす	やまはともなき	みやまかな
9143,あきををき	かせにまたせぬ	おいきかな
9144,いかにせむ	てるひかくれし	ふしのゆき
9145,うちしきる	きぬたのおとも	さえけらし
9146,えのらねは	とほきふるさと	ひきとめて
9147,おくれしの	よよのことのは	わすれしに
9148,かきくらし	としこそのこす	かりなきて
9149,きくはたた	うめかかをかす	やまちかな
9150,くるしくは	こころをもしる	かすかやま
9151,けさななは	とりかちいそく	ふなちかな
9152,こころをも	いかにしられむ	わかおもひ
9153,されとのみ	よをあきはつる	あきくれて
9154,しのひかね	われとわかなや	もらすらむ
9155,すけかさを	きるやまいろに	うつりきぬ
9156,せみのはは	いはほなつてふ	ゆふへかな
9157,それとしも	なはしろみつや	すくすらむ
9158,たそかれに	ふちのいろめく	かけにきて
9159,ちかひより	あふをはしのふ	いほのうち
9160,つきにいま	むろのやきよを	わたりきて
9161,てにとらぬ	ははははなさく	やまちかな
9162,とふやよの	やまもいくへか	すすからむ
9163,なにになほ	またるるふねそ	あさわたり
9164,にはとりの	おとすはきりの	ひとはかな
9165,ぬるるよの	しるへとたのむ	けふことに
9166,ねところを	さためかねつつ	とりなきて
9167,のきちかき	やまほとときす	こゑなれや
9168,はなもなに	なのるやうつき	ほとときす
9169,ひともしれ	をりをりふかき	こころしれ
9170,ふねよする	おとはしらすも	かけたえて
9171,めさますや	ゆきのあしたつ	くれのこゑ
9172,ほとときす	しのひかよひの	よはあけて
9173,まことなる	さとりののへの	そらさひて
9174,みつならて	おとせぬやとに	すむやたれ
9175,むらあしの	いなはのつきや	くらきやま
9176,めくりあはむ	とはかりちきる	せきこえて
9177,ものおもひ	あるみとおもふ	よのなかに
9178,らうかはし	かはおとちかき	くさのとに
9179,りうしよくの	とこしははなを	たひたちて
9180,るとて	くもゐにたに	あらはれて
9181,れいならは	さすところもの	みのなれに
9182,ろかみの	けふのふるてら	のとなりて
9183,わすれしを	なにのこころの	のこるらむ
9184,あたひとに	はるやはならふ	まてしはし
9185,いりあひの	かねをもおいは	かこたしよ
9186,うきみるや	ねをはなれたる	うめのはな
9187,えひすまた	のこれるみちの	かつみえて
9188,おもふこと	よはなかたちそ	つきのくれ
9189,かせをさへ	わけすてよりや	とほからむ
9190,きえやらて	あかつきふかき	やまとほみ
9191,くれわたる	をちかたはなか	もりわたり
9192,けさわれは	こふかきまとの	まつかとよ
9193,こからしに	おもふみやこの	あをはかな
9194,さることを	いかになれてか	なくさまむ
9195,したはより	みきはのこのは	ちりわたり
9196,すきのはに	このはをやらす	しほみちて
9197,せみのこゑ	こくらさやまに	きふきせて
9198,そてふれよ	はなにやよひの	あさかすみ
9199,たけのこは	そのうのはなの	ゆきまかな
9200,ちりはかつ	おちたきつせも	ききそへて
9201,つくしちの	のちはしくれに	そてふれて
9202,てらちらす	はなはやとりも	いかならむ
9203,とるたひに	たききつきなむ	ひをまちて
9204,なつひきに	こぬかけあれぬ	ひはくれて
9205,にしききの	ちつかになるも	ほとはなし
9206,ぬししひの	こきぬるいけの	むらむらに
9207,ねになきて	すよりわかるる	とりとりに
9208,のるこまも	はなのしらぬも	わかかみに
9209,はなさかぬ	やとにはそても	ぬれまほし
9210,ひとのみは	うらみぬほとの	こころにて
9211,ふるてらの	むねのかはらに	こまとめて
9212,めもかすみ	こころとまるや	はるのはな
9213,ほしとみむ	ころもはかなき	ふてのあと
9214,まはらなる	くさのかきほの	なつのひに
9215,みとりこは	つゆのうきみの	はしめにて
9216,むかしこそ	つりたれしえに	くさおひて
9217,めくるよを	おもへはみつの	あわなれや
9218,もみちにも	ちるやこのはの	しくれかな
9219,らうはしと	こてふみにして	つくるよに
9220,りうすいを	たつねしつきの	いろすみて
9221,るれはつま	としをふるとの	のりのみち
9222,れいなみの	みにしむかせも	すすしきに
9223,ろけす	ことにひとつの	みのゆくへ
9224,わかおもひ	ふゆたのはしの	くさむらに
9225,あしのやの	しつくすすしき	あきみえて
9226,いつるひの	さとさへつなと	わかるらむ
9227,うときをも	みせはやはるや	なけかまし
9228,えらふらむ	ゆきともしらす	こひちにて
9229,おもかけは	いまはたえたる	にほひかな
9230,かきおくも	ちるかとはなの	はやしかな
9231,きこえしと	かせはすむへき	ものならて
9232,くろみつを	はなにうかるる	あかしかた
9233,けふことの	ほのかなりける	むかしして
9234,これそこの	うらのまさしき	つしやしろ
9235,さためても	とはぬちきりの	なはもれて
9236,しつかにも	かもめのうかふ	えははれて
9237,すみよしや	きねかひれふる	かみあそひ
9238,せみのこゑ	のこらはゆきや	さきぬらむ
9239,そめましな	つゆのたまえそ	はつもみち
9240,たちのこる	くものはやまに	あめすきて
9241,ちきりもや	けふはとたえも	なからへむ
9242,つくるけの	のきのうつらの	たひまくら
9243,てにとらぬ	はるやかせまつ	にはのゆき
9244,とはるるも	あらぬなみたの	あさとこに
9245,なきおやの	いさめしきみを	あふくみに
9246,にほへそて	はなさくしもの	むらすすき
9247,ぬさとなと	ちるをみたるる	むねのうめ
9248,ねところを	さためかねぬる	かりことに
9249,のとかなる	はなのさかりの	あめあらし
9250,はなののち	いろあるうめの	もみちかな
9251,ひとはなほ	いつるよりこそ	あはれなれ
9252,ふえのねの	たかきのくさも	おとにけり
9253,めくるまや	つきもひとこゑ	ほとときす
9254,ほのかにも	むかしのなこり	おもひやれ
9255,まつかせや	のこるほたるを	さそふらむ
9256,みかつきは	さすかなくさむ	みつのいろ
9257,むしのねは	あけぬにいかて	きこゆらむ
9258,めつらしき	やとりをもちの	かへるさに
9259,ものことに	おいはたのみも	なにかせむ
9260,らうすきは	ふりにしいはの	かりのくさ
9261,りむしろも	つきにやわかる	なつのそら
9262,る	このあしたに	ひはくれて
9263,れむかしは	わかものからす	なきわたり
9264,ろきのの	まつにかすみの	うすころも
9265,わかゆふへ	いつくのつゆに	こほるらむ
9266,あやしさの	おほつかなさに	たちいてて
9267,いまこそは	をさむるみちも	たえなけれ
9268,うくひすの	こゑやかすみに	したるらむ
9269,えたもなほ	ちりすくはさぬ	こさきかな
9270,おほうみの	とほきしほひに	あさりして
9271,かはつなく	たつらさひしく	みつすみて
9272,きみはいま	みなきるまにや	こえつらむ
9273,くさまくら	よはにみるへき	つきすみて
9274,けふことに	なほはるくさの	かけあさみ
9275,こゑふきて	さよかしもなき	みやまかな
9276,さつきまつ	ほとそしられぬ	さゆりはな
9277,しかのねを	あとなるみつの	つきいてて
9278,すころくの	さきつつかやる	よはのてら
9279,せみのこゑ	くれぬはかりに	あらはれて
9280,そらのいろや	こたへのそらに	かよふらむ
9281,たきものの	そてのしたかふ	くさのとに
9282,ちるはなの	おときくほとの	みやまかな
9283,つゆしけみ	をはなかつゆの	みやゐかな
9284,てらふりぬ	あかつきおきか	つきのかけ
9285,とほきにも	たかかせかへる	すてころも
9286,なかつきの	けさよりさきに	ふりはてて
9287,にはのおも	とはかりすてし	ひとこころ
9288,ぬきおくか	あきはゆくのの	からにしき
9289,ねぬるよの	ころもにほはせ	のちもみむ
9290,のちのよの	はるをおもへは	うときみに
9291,はつゆきの	しろきやかせも	あはちやま
9292,ひとみえぬ	ふもとのあふち	いろくちて
9293,ふゆそとや	またみぬひとの	はなもみむ
9294,めつらしな	このよもきふの	あきのくれ
9295,ほとほとに	いとなむこそは	あはれなれ
9296,まつにふく	かせのしたはの	あきのつゆ
9297,みしやはな	あけほのまかふ	かすみかな
9298,むしのねや	うらむるいろに	さきぬらむ
9299,めててみは	はなれてゆめの	たれならむ
9300,もちつきは	ひなのなかちに	こととひて
9301,らうかはし	かみなりとよる	むらすすき
9302,りうしよくの	ふみあらましき	はくさかな
9303,るれはものもしれしな	たつらのくろの	ゆふすすみ
9304,れいならぬ	こころのはなそ	まちもせむ
